Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,9 De Mayo,Junin,INSTITUTO,PUBLICA,3,200,69,ND,No,Si,59,86,239
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,San Pedro,Huancavelica,INSTITUTO,PUBLICA,3,70,62,ND,No,Si,37,60,189
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,ND,53,ND,No,Si,24,45,24
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Cenfomin - Centro De Formación En Minería,Cajamarca,INSTITUTO,PRIVADA,3,530,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Essumin,La Libertad,INSTITUTO,PRIVADA,3,"2,100 - 2,340",80,ND,Si,Si,32,40,164
Ingeniería Mecánica,Mantenimiento de Maquinaria Pesada,Instituto De Formación Minera Del Perú,Cajamarca,INSTITUTO,PRIVADA,3,3800,80,ND,Si,Si,160,200,160
Marketing,Marketing,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,"15,130 - 26,530",44,4271,No,Si,165,374,836
Marketing,Marketing,Instituto Peruano De Acción Empresarial Ipae- Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,3564,100,ND,No,Si,42,42,137
Marketing,Marketing,Cesca Arequipa,Arequipa,INSTITUTO,PRIVADA,3,"1,200 - 1,400",ND,ND,No,No,ND,ND,ND
Marketing,Marketing,De Diseño Publicitario Leo Design,Lima,INSTITUTO,PRIVADA,3,"3,428 - 5,838",39,ND,No,Si,33,85,33
Marketing,Marketing,Cibertec,Lima,INSTITUTO,PRIVADA,3,7452,100,ND,Si,Si,320,320,781
Marketing,Marketing,Idat,Lima,INSTITUTO,PRIVADA,3,4300,95,2004,No,Si,237,249,293
Marketing,Marketing,Instituto Peruano De Administración De Empresas - Ipae,Lima,INSTITUTO,PRIVADA,3,7188,94,ND,No,Si,244,259,591
Marketing,Marketing,Universidad Andina Del Cusco,Cusco,UNIVERSIDAD,PRIVADA,5,1052,ND,ND,No,Si,ND,ND,ND
Marketing,Marketing,Cesde (Centro De Enseñanza Superior Para El Desarrollo),Ayacucho,INSTITUTO,PRIVADA,3,1800,100,ND,No,Si,27,27,35
Marketing,Marketing,Universidad De San Martín De Porres,Arequipa,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Marketing,Marketing,Universidad Privada Telesup,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Marketing,Marketing,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,5,ND,40,2590,No,No,42,106,209
Marketing,Marketing,Instituto Peruano De Administración De Empresas Ipae-Iquitos,Loreto,INSTITUTO,PRIVADA,3,3960,100,ND,No,Si,26,26,40
Marketing,Marketing,San Ignacio De Loyola,Lima,INSTITUTO,PRIVADA,3,"7,540 - 8,540",ND,2998,No,Si,ND,ND,ND
Marketing,Marketing,Albert Einstein,Arequipa,INSTITUTO,PRIVADA,3,"1,700 - 2,000",ND,ND,No,No,ND,ND,ND
Marketing,Marketing,Peruano De Marketing,Lima,INSTITUTO,PRIVADA,3,5950,86,2300,Si,Si,207,240,649
Marketing,Marketing,Universidad Del Pacífico,Lima,UNIVERSIDAD,PRIVADA,5,"17,930 - 40,290",46,ND,Si,Si,26,56,134
Marketing,Marketing,Universidad De Lima,Lima,UNIVERSIDAD,PRIVADA,5,"14,400 - 27,360",33,4400,No,Si,95,292,862
Marketing,Marketing,Paul Muller,Lima,INSTITUTO,PRIVADA,3,290,ND,ND,No,Si,ND,ND,ND
Marketing,Marketing,Instituto Técnico De Administración De Empresas-Itae,Lima,INSTITUTO,PRIVADA,3,1800,ND,ND,No,Si,ND,ND,ND
Marketing,Marketing,Universidad De San Martín De Porres,Lima,UNIVERSIDAD,PRIVADA,5,"7,880 - 14,072",94,ND,No,Si,120,127,292
Marketing,Marketing,Cuna De La Libertad Americana,Ayacucho,INSTITUTO,PRIVADA,3,1500,ND,ND,No,Si,ND,ND,ND
Marketing,Marketing,De Concepción,Junin,INSTITUTO,PUBLICA,3,202,ND,ND,Si,No,ND,ND,ND
Marketing,Marketing,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,26,ND,No,No,70,268,320
Marketing,Marketing,Nuevo Milenio,Ucayali,INSTITUTO,PRIVADA,3,220,100,ND,No,Si,4,4,15
Marketing,Marketing,Alas Peruanas - Lima Instituto De Estudios Empresariales,Lima,INSTITUTO,PRIVADA,3,4200,100,ND,No,Si,9,9,9
Marketing,Marketing,Leonardo Da Vinci-Compumatic-Trujillo,La Libertad,INSTITUTO,PRIVADA,3,680,96,ND,No,Si,192,200,180
Marketing,Marketing,Instituto Peruano De Administración De Empresas Ipae-Ica,Ica,INSTITUTO,PRIVADA,3,3888,100,ND,No,Si,41,41,137
Marketing,Marketing Empresarial,Del Sur,Arequipa,INSTITUTO,PRIVADA,3,3800,85,ND,Si,Si,152,178,623
Marketing,Marketing Empresarial,Red Avansys,Lima,INSTITUTO,PRIVADA,3,3700,74,ND,No,Si,37,50,115
Marketing,Marketing Empresarial,Universidad María Auxiliadora,Lima,UNIVERSIDAD,PRIVADA,5,"3,360 - 5,360",86,ND,No,No,19,22,29
Marketing,Marketing Empresarial,Perú Pacifico,Lima,INSTITUTO,PRIVADA,3,1880,ND,ND,Si,Si,ND,ND,ND
Marketing,Marketing Empresarial,Idat,Lima,INSTITUTO,PRIVADA,3,4300,ND,2004,No,Si,ND,ND,612
Marketing,Marketing y Administración,Universidad Tecnológica Del Perú,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,2331,No,No,ND,ND,ND
Marketing,Marketing y Administración,Universidad Tecnológica Del Perú,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,2331,No,No,ND,ND,ND
Marketing,Marketing y Administración,Universidad Científica Del Sur,Lima,UNIVERSIDAD,PRIVADA,5,"12,500 - 25,500",21,ND,No,Si,12,57,160
Marketing,Marketing y Dirección de Empresas,Universidad Cesar Vallejo,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,1997,No,No,ND,ND,ND
Marketing,Marketing y Dirección de Empresas,Universidad Cesar Vallejo,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1997,No,No,ND,ND,ND
Marketing,Marketing y Dirección de Empresas,Universidad Cesar Vallejo,La Libertad,UNIVERSIDAD,PRIVADA,5,4700,77,1997,No,Si,17,22,256
Marketing,Marketing y Dirección de Empresas,Universidad Cesar Vallejo,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,1997,No,No,ND,ND,ND
Marketing,Marketing y Dirección de Empresas,Universidad Cesar Vallejo,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,1997,No,No,ND,ND,ND
Marketing,Marketing y Gestión Comercial,Universidad San Ignacio De Loyola,Lima,UNIVERSIDAD,PRIVADA,5,10860,98,4271,No,No,314,322,836
Marketing,Marketing y Negocios Globales,Universidad Ricardo Palma,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Marketing,Marketing y Negocios Internacionales,Universidad Privada Leonardo Da Vinci,La Libertad,UNIVERSIDAD,PRIVADA,5,225 - 450,ND,ND,No,Si,ND,ND,77
Marketing,Marketing y Negocios Internacionales,Universidad Privada De Trujillo,La Libertad,UNIVERSIDAD,PRIVADA,5,660 - 940,ND,ND,Si,Si,ND,ND,9
Marketing,Marketing y Negocios Internacionales,Universidad De Huánuco,Huanuco,UNIVERSIDAD,PRIVADA,5,2076,98,ND,No,Si,104,106,159
Marketing,Marketing y Negocios Internacionales,Universidad Peruana De Las Américas,Lima,UNIVERSIDAD,PRIVADA,5,"4,160 - 4,760",96,2079,No,No,94,98,241
Marketing,Marketing y Negocios Internacionales,Universidad Particular De Chiclayo,Lambayeque,UNIVERSIDAD,PRIVADA,5,"1,780 - 3,680",ND,ND,No,Si,ND,ND,ND
Marketing,Marketing y Negocios Internacionales,Universidad Peruana Unión,Puno,UNIVERSIDAD,PRIVADA,ND,ND,ND,1952,No,No,ND,ND,ND
Marketing,Marketing y Negocios Internacionales,Universidad Peruana Unión,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,1952,No,No,ND,ND,ND
Marketing,Marketing y Negocios Internacionales,Universidad Interamericana Para El Desarrollo,Lima,UNIVERSIDAD,PRIVADA,5,"3,300 - 3,600",100,ND,No,Si,8,8,5
Marketing,Marketing y Negocios Internacionales,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,1952,No,No,ND,ND,ND
Marketing,Marketing y Negocios Internacionales,Universidad Peruana De Integración Global,Lima,UNIVERSIDAD,PRIVADA,5,"4,320 - 6,120",96,ND,No,Si,89,93,316
Marketing,Marketing y Publicidad,Cesca,Lima,INSTITUTO,PRIVADA,3,3200,ND,ND,No,Si,ND,ND,ND
Marketing,Marketing y Publicidad,Universidad Privada Sise,Lima,UNIVERSIDAD,PRIVADA,5,6000,92,ND,No,Si,60,65,100
Marketing,Marketing y Ventas,Norbert Wiener,Lima,INSTITUTO,PRIVADA,3,2650,ND,ND,No,Si,ND,ND,ND
Matemática,Matemática,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",47,ND,Si,Si,7,15,39
Matemática,Matemática,Universidad Nacional De Educación Enrique Guzmán Y Valle,Lima,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Matemática,Matemática,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,5,ND,89,ND,No,No,16,18,16
Matemática,Matemática,Universidad Nacional De Piura,Piura,UNIVERSIDAD,PUBLICA,5,126,46,ND,No,No,74,160,195
Matemática,Matemática,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,42,ND,No,No,119,283,354
Matemática,Matemática,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,32,1991,No,No,147,462,499
Matemática,Matemática,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,5,99,ND,ND,No,No,26,ND,129
Matemática,Matemática,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,5,40,66,ND,No,No,82,124,150
Matemática,Matemática,Universidad Nacional Santiago Antúnez De Mayolo,Ancash,UNIVERSIDAD,PUBLICA,5,60,ND,ND,No,No,ND,ND,ND
Matemática,Matemática,Universidad Nacional Del Callao,Callao,UNIVERSIDAD,PUBLICA,5,166,ND,ND,No,Si,ND,ND,ND
Matemática,Matemática,Universidad Nacional De Ingeniería,Lima,UNIVERSIDAD,PUBLICA,5,110,10,ND,No,No,1180,11979,160
Matemática,Matemática,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,5,ND,100,ND,No,No,14,14,80
Matemática,Matemática Aplicada,Universidad Nacional José Faustino Sánchez Carrión,Lima,UNIVERSIDAD,PUBLICA,5,120,100,ND,No,No,16,16,37
Matemática,Matemática e Informática,Universidad Peruana Unión,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Matemática,Matemática e Informática,Universidad Peruana Unión,Puno,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Matemática,Matemática e Informática,Universidad Nacional Santiago Antúnez De Mayolo,Ancash,UNIVERSIDAD,PUBLICA,5,60,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Aeronáutica,Ete Sargento 2Do Fernando Lores Tenazoa,Lima,INSTITUTO,PUBLICA,3,ND,22,ND,No,No,10,45,10
Ingeniería Mecánica,Mecánica Aeronáutica,William Boeing,Lambayeque,INSTITUTO,PRIVADA,3,2800,63,ND,No,Si,50,80,50
Ingeniería Mecánica,Mecánica Agrícola,Federico Uranga,Ica,INSTITUTO,PUBLICA,3,140,100,ND,No,No,21,21,74
Ingeniería Mecánica,Mecánica Agrícola,Vilcanota,Cusco,INSTITUTO,PUBLICA,3,190,91,ND,No,No,40,44,121
Ingeniería Mecánica,Mecánica Agrícola,Edilberto Rivas Vásquez,Lambayeque,INSTITUTO,PUBLICA,3,110,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Agrícola,Nor Oriental De La Selva,San Martin,INSTITUTO,PUBLICA,3,370,97,ND,No,Si,29,30,135
Ingeniería Mecánica,Mecánica Automotriz,Bambamarca,Cajamarca,INSTITUTO,PUBLICA,3,110,46,ND,No,Si,40,87,80
Ingeniería Mecánica,Mecánica Automotriz,Almirante Miguel Grau,Piura,INSTITUTO,PUBLICA,3,240,96,ND,No,No,81,84,387
Ingeniería Mecánica,Mecánica Automotriz,Jorge Basadre,Arequipa,INSTITUTO,PUBLICA,3,180,87,ND,No,Si,13,15,38
Ingeniería Mecánica,Mecánica Automotriz,Manuel Antonio Hierro Pozo,Ayacucho,INSTITUTO,PUBLICA,3,170,27,ND,No,Si,38,140,155
Ingeniería Mecánica,Mecánica Automotriz,Huaycan,Lima,INSTITUTO,PUBLICA,3,520,97,ND,No,Si,63,65,63
Ingeniería Mecánica,Mecánica Automotriz,Alexander Von Humboldt,Pasco,INSTITUTO,PUBLICA,3,240,100,ND,No,Si,22,22,78
Ingeniería Mecánica,Mecánica Automotriz,Red Avansys,Lima,INSTITUTO,PRIVADA,3,4150,86,1799,No,Si,618,718,2306
Ingeniería Mecánica,Mecánica Automotriz,Ilave,Puno,INSTITUTO,PUBLICA,3,ND,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Paucartambo,Pasco,INSTITUTO,PUBLICA,3,110,100,ND,No,Si,25,25,82
Ingeniería Mecánica,Mecánica Automotriz,Gilda Liliana Ballivian Rosado,Lima,INSTITUTO,PUBLICA,3,760,100,ND,No,No,30,30,116
Ingeniería Mecánica,Mecánica Automotriz,La Católica,Lambayeque,INSTITUTO,PRIVADA,3,"7,700 - 8,460",76,ND,Si,Si,16,21,127
Ingeniería Mecánica,Mecánica Automotriz,Cajamarca,Cajamarca,INSTITUTO,PUBLICA,3,2800,65,ND,No,Si,36,55,55
Ingeniería Mecánica,Mecánica Automotriz,Daniel Villar,Ancash,INSTITUTO,PUBLICA,3,240,100,ND,No,No,33,33,129
Ingeniería Mecánica,Mecánica Automotriz,San Marcos,Cajamarca,INSTITUTO,PUBLICA,3,160,68,ND,No,No,30,44,55
Ingeniería Mecánica,Mecánica Automotriz,Desaguadero,Puno,INSTITUTO,PUBLICA,3,140,67,ND,No,Si,40,60,176
Ingeniería Mecánica,Mecánica Automotriz,Catalina Buendía De Pecho,Ica,INSTITUTO,PUBLICA,3,426,57,ND,No,Si,78,137,391
Ingeniería Mecánica,Mecánica Automotriz,Manuel Núñez Butrón,Puno,INSTITUTO,PUBLICA,3,75,54,ND,No,No,49,90,49
Ingeniería Mecánica,Mecánica Automotriz,Nasca,Ica,INSTITUTO,PUBLICA,3,160,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Americana Del Cusco,Cusco,INSTITUTO,PRIVADA,3,280 - 350,88,ND,No,Si,53,60,228
Ingeniería Mecánica,Mecánica Automotriz,Rudolf Diesel,Junin,INSTITUTO,PRIVADA,3,102550,92,ND,No,No,24,26,48
Ingeniería Mecánica,Mecánica Automotriz,Cimac Del Sur,Arequipa,INSTITUTO,PRIVADA,3,"920 - 1,280",30,ND,No,Si,6,20,28
Ingeniería Mecánica,Mecánica Automotriz,Lircay,Huancavelica,INSTITUTO,PUBLICA,3,60,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,José Pardo,Lima,INSTITUTO,PUBLICA,3,300,ND,1832,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Héroes De Sierra Lumi,Junin,INSTITUTO,PUBLICA,3,40,61,ND,Si,Si,17,28,17
Ingeniería Mecánica,Mecánica Automotriz,Fernando León De Vivero,Ica,INSTITUTO,PUBLICA,3,160,96,ND,No,Si,25,26,51
Ingeniería Mecánica,Mecánica Automotriz,Palpa,Ica,INSTITUTO,PUBLICA,3,400,100,ND,No,Si,22,22,47
Ingeniería Mecánica,Mecánica Automotriz,Eleazar Guzmán Barrón,Ancash,INSTITUTO,PUBLICA,3,70,100,ND,No,Si,33,33,57
Ingeniería Mecánica,Mecánica Automotriz,Contralmirante Manuel Villar Olivera,Tumbes,INSTITUTO,PUBLICA,3,200,100,ND,No,Si,26,26,79
Ingeniería Mecánica,Mecánica Automotriz,La Católica-Chota,Cajamarca,INSTITUTO,PRIVADA,3,1720,83,ND,Si,Si,33,40,27
Ingeniería Mecánica,Mecánica Automotriz,Sausa,Junin,INSTITUTO,PUBLICA,3,80,83,ND,No,Si,40,48,40
Ingeniería Mecánica,Mecánica Automotriz,Ascope,La Libertad,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,25,25,25
Ingeniería Mecánica,Mecánica Automotriz,Amazónico,San Martin,INSTITUTO,PRIVADA,3,"1,320 - 1,870",ND,ND,Si,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,José María Arguedas,Junin,INSTITUTO,PUBLICA,3,180,100,ND,No,No,39,39,165
Ingeniería Mecánica,Mecánica Automotriz,Ciro Alegría,San Martin,INSTITUTO,PRIVADA,3,280 - 320,95,ND,Si,Si,74,78,381
Ingeniería Mecánica,Mecánica Automotriz,Nor Oriental De La Selva,San Martin,INSTITUTO,PUBLICA,3,370,79,ND,No,Si,30,38,132
Ingeniería Mecánica,Mecánica Automotriz,Juan Velasco Alvarado,Lima,INSTITUTO,PUBLICA,3,360,100,ND,No,Si,37,37,36
Ingeniería Mecánica,Mecánica Automotriz,María Rosario Araoz Pinto,Lima,INSTITUTO,PUBLICA,3,420,87,ND,Si,Si,39,45,195
Ingeniería Mecánica,Mecánica Automotriz,Luis Negreiros Vega,Lima,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,57,57,165
Ingeniería Mecánica,Mecánica Automotriz,Julio Cesar Tello,Lima,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,35,35,93
Ingeniería Mecánica,Mecánica Automotriz,José Antonio Encinas,Puno,INSTITUTO,PUBLICA,3,140,94,ND,No,No,80,85,286
Ingeniería Mecánica,Mecánica Automotriz,Oxapampa,Pasco,INSTITUTO,PUBLICA,3,190,100,ND,No,No,25,25,58
Ingeniería Mecánica,Mecánica Automotriz,Los Lideres,Cusco,INSTITUTO,PRIVADA,3,1200,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,24 De Julio De Zarumilla,Tumbes,INSTITUTO,PUBLICA,3,240,100,ND,Si,Si,35,35,143
Ingeniería Mecánica,Mecánica Automotriz,Pedro P. Díaz,Arequipa,INSTITUTO,PUBLICA,3,160,77,ND,Si,Si,75,98,275
Ingeniería Mecánica,Mecánica Automotriz,Faustino B. Franco,Arequipa,INSTITUTO,PUBLICA,3,140,89,ND,No,No,40,45,187
Ingeniería Mecánica,Mecánica Automotriz,Luciano Castillo Colonna,Piura,INSTITUTO,PUBLICA,3,240,ND,ND,Si,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,4 De Junio De 1821,Cajamarca,INSTITUTO,PUBLICA,3,240,77,ND,No,No,41,53,204
Ingeniería Mecánica,Mecánica Automotriz,Mario Gutiérrez López,Junin,INSTITUTO,PUBLICA,3,100,98,ND,No,Si,80,82,160
Ingeniería Mecánica,Mecánica Automotriz,Luis E Valcárcel,Moquegua,INSTITUTO,PUBLICA,3,280,89,ND,No,Si,17,19,61
Ingeniería Mecánica,Mecánica Automotriz,Luis Felipe De Las Casas Grieve,Ica,INSTITUTO,PUBLICA,3,170,100,ND,No,Si,16,16,65
Ingeniería Mecánica,Mecánica Automotriz,Unibact,Cajamarca,INSTITUTO,PRIVADA,3,"1,000 - 1,490",ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Huanta,Ayacucho,INSTITUTO,PUBLICA,3,140,74,ND,Si,Si,26,35,151
Ingeniería Mecánica,Mecánica Automotriz,Didascalio Cristo Rey,Cusco,INSTITUTO,PRIVADA,3,1370,100,ND,No,Si,33,33,138
Ingeniería Mecánica,Mecánica Automotriz,Tallan,Piura,INSTITUTO,PRIVADA,3,440 - 540,100,ND,No,Si,130,130,623
Ingeniería Mecánica,Mecánica Automotriz,Cenfomin - Centro De Formación En Minería,Cajamarca,INSTITUTO,PRIVADA,3,530,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Manuel Seoane Corrales,Lima,INSTITUTO,PUBLICA,3,360 - 360,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Pedro A. Del Águila Hidalgo,Loreto,INSTITUTO,PUBLICA,3,300 - 340,36,1651,No,Si,46,129,299
Ingeniería Mecánica,Mecánica Automotriz,Iberoamericano,Arequipa,INSTITUTO,PRIVADA,3,1850,93,2064,Si,Si,437,472,327
Ingeniería Mecánica,Mecánica Automotriz,Flavisur,Arequipa,INSTITUTO,PRIVADA,3,1570,68,ND,No,Si,115,170,428
Ingeniería Mecánica,Mecánica Automotriz,Sullana,Piura,INSTITUTO,PUBLICA,3,220,85,ND,No,Si,44,52,105
Ingeniería Mecánica,Mecánica Automotriz,San Martín De Pangoa,Junin,INSTITUTO,PUBLICA,3,80,90,ND,No,Si,18,20,39
Ingeniería Mecánica,Mecánica Automotriz,Clorinda Matto De Turner,Cusco,INSTITUTO,PUBLICA,3,120,88,ND,Si,Si,42,48,150
Ingeniería Mecánica,Mecánica Automotriz,Max Planck,Huanuco,INSTITUTO,PUBLICA,3,ND,98,ND,No,Si,40,41,99
Ingeniería Mecánica,Mecánica Automotriz,Meseta De Bombón,Junin,INSTITUTO,PUBLICA,3,240,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,La Joya,Arequipa,INSTITUTO,PUBLICA,3,120,100,ND,No,No,22,22,67
Ingeniería Mecánica,Mecánica Automotriz,Regional Del Sur,Cusco,INSTITUTO,PRIVADA,3,1400,94,ND,No,Si,51,54,198
Ingeniería Mecánica,Mecánica Automotriz,Bagua,Amazonas,INSTITUTO,PUBLICA,3,200,95,ND,No,No,20,21,113
Ingeniería Mecánica,Mecánica Automotriz,Salesiano,Lima,INSTITUTO,PRIVADA,3,ND,81,ND,No,No,35,43,141
Ingeniería Mecánica,Mecánica Automotriz,Antenor Orrego Espinoza,Lima,INSTITUTO,PUBLICA,3,190,100,ND,No,Si,46,46,261
Ingeniería Mecánica,Mecánica Automotriz,San Luis,Ancash,INSTITUTO,PUBLICA,3,100,100,ND,Si,No,22,22,52
Ingeniería Mecánica,Mecánica Automotriz,Carlos Salazar Romero,Ancash,INSTITUTO,PUBLICA,3,610,69,ND,No,Si,25,36,100
Ingeniería Mecánica,Mecánica Automotriz,General Oscar Arteta Terzi,Lima,INSTITUTO,PUBLICA,3,210 - 240,86,ND,No,Si,24,28,39
Ingeniería Mecánica,Mecánica Automotriz,Enrique López Albujar,Lambayeque,INSTITUTO,PUBLICA,3,180,100,ND,No,No,28,28,28
Ingeniería Mecánica,Mecánica Automotriz,Túpac Amaru,Cusco,INSTITUTO,PUBLICA,3,240,25,ND,No,No,38,151,184
Ingeniería Mecánica,Mecánica Automotriz,Metropolitano,Lima,INSTITUTO,PRIVADA,3,2060,81,ND,No,Si,150,186,142
Ingeniería Mecánica,Mecánica Automotriz,Víctor Raúl Haya De La Torre,La Libertad,INSTITUTO,PUBLICA,3,320,100,ND,No,Si,20,20,76
Ingeniería Mecánica,Mecánica Automotriz,Juan José Farfán Céspedes,Piura,INSTITUTO,PUBLICA,3,300,57,ND,No,No,40,70,192
Ingeniería Mecánica,Mecánica Automotriz,Monseñor Julio Gonzales Ruiz,Arequipa,INSTITUTO,PUBLICA,3,60,100,ND,No,No,8,8,8
Ingeniería Mecánica,Mecánica Automotriz,Ciro Alegría Bazán,La Libertad,INSTITUTO,PUBLICA,3,180,94,ND,Si,Si,50,53,50
Ingeniería Mecánica,Mecánica Automotriz,Pasco,Pasco,INSTITUTO,PUBLICA,3,150,67,ND,Si,Si,36,54,155
Ingeniería Mecánica,Mecánica Automotriz,Canipaco,Junin,INSTITUTO,PUBLICA,3,140,77,ND,No,No,20,26,8
Ingeniería Mecánica,Mecánica Automotriz,Perú Japón,Amazonas,INSTITUTO,PUBLICA,3,140,69,ND,No,Si,40,58,191
Ingeniería Mecánica,Mecánica Automotriz,Pichanaki,Junin,INSTITUTO,PUBLICA,3,260,100,ND,No,Si,39,39,122
Ingeniería Mecánica,Mecánica Automotriz,Misioneros Monfortianos,Lima,INSTITUTO,PUBLICA,3,250,100,ND,No,Si,41,41,41
Ingeniería Mecánica,Mecánica Automotriz,Adolfo Vienrich,Junin,INSTITUTO,PUBLICA,3,330,69,ND,No,Si,24,35,57
Ingeniería Mecánica,Mecánica Automotriz,La Oroya,Junin,INSTITUTO,PUBLICA,3,360,91,ND,No,Si,21,23,36
Ingeniería Mecánica,Mecánica Automotriz,Manuel Yarleque Espinoza,Piura,INSTITUTO,PUBLICA,3,ND,ND,ND,No,No,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Enrique Pablo Mejía Tupayachi,Cusco,INSTITUTO,PUBLICA,3,ND,67,ND,No,No,40,60,40
Ingeniería Mecánica,Mecánica Automotriz,Chalhuanca,Apurimac,INSTITUTO,PUBLICA,3,120,ND,ND,No,Si,ND,ND,16
Ingeniería Mecánica,Mecánica Automotriz,Suiza,Ucayali,INSTITUTO,PUBLICA,3,250,58,ND,No,No,35,60,163
Ingeniería Mecánica,Mecánica Automotriz,Bellavista,San Martin,INSTITUTO,PUBLICA,3,240,90,ND,No,Si,36,40,119
Ingeniería Mecánica,Mecánica Automotriz,República Federal De Alemania,Lambayeque,INSTITUTO,PUBLICA,3,226,90,ND,No,Si,72,80,72
Ingeniería Mecánica,Mecánica Automotriz,José Carlos Mariátegui,Moquegua,INSTITUTO,PUBLICA,3,235 - 235,90,ND,No,Si,43,48,159
Ingeniería Mecánica,Mecánica Automotriz,José María Arguedas,Ayacucho,INSTITUTO,PUBLICA,3,320,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Carlos Cueto Fernandini,Lima,INSTITUTO,PUBLICA,3,480,7,1499,No,No,77,1103,39
Ingeniería Mecánica,Mecánica Automotriz,Honorio Delgado Espinoza,Arequipa,INSTITUTO,PUBLICA,3,280,100,1828,No,No,80,80,81
Ingeniería Mecánica,Mecánica Automotriz,Puerto Libre,Junin,INSTITUTO,PUBLICA,3,60 - 120,93,ND,Si,Si,25,27,149
Ingeniería Mecánica,Mecánica Automotriz,Don Bosco,Ancash,INSTITUTO,PRIVADA,3,ND,ND,ND,No,Si,ND,ND,ND
Ingeniería Mecánica,Mecánica Automotriz,Francisco De Paula Gonzales Vigil,Tacna,INSTITUTO,PUBLICA,3,215,62,ND,No,No,43,69,198
Ingeniería Mecánica,Mecánica Automotriz,Rioja,San Martin,INSTITUTO,PUBLICA,3,360,100,ND,No,Si,33,33,170
Ingeniería Mecánica,Mecánica Automotriz,Pedro Ortiz Montoya,Cajamarca,INSTITUTO,PUBLICA,3,1780,91,ND,No,Si,30,33,59
